item_id,order_id,product_id,quantity,unit_price,discount_percent
1079,714,255,1,1153,62
1080,751,242,1,168,68
1081,308,459,4,4842,26
1082,335,5,4,475,45
1083,287,162,2,4656,7
1084,764,183,2,3596,78
1085,187,323,2,2075,96
1086,291,354,2,3284,13
1087,372,112,-5,1587,83
1088,638,115,-4,1415,120
1089,13,291,5,4278,36
1090,782,351,3,2876,19
1091,786,439,2,1689,100
1092,701,249,-2,2957,33
1093,510,486,4,1567,53
1094,275,128,4,1933,86
1095,125,299,4,4029,66
1096,5,194,2,158,41
1097,181,303,5,4841,13
1098,349,369,5,3458,34
1099,489,399,1,2020,82
1100,435,365,3,592,40
1101,642,24,1,2586,33
1102,919,354,2,1393,44
1103,120,109,1,4519,44
1104,875,432,1,2364,91
1105,510,53,5,4512,46
1106,876,425,4,2716,93
1107,329,112,2,3768,55
1108,128,192,1,132,37
1109,161,280,5,338,84
1110,829,13,2,2359,93
1111,507,122,2,3073,85
1112,76,184,1,2937,97
1113,28,259,4,2088,3
1114,879,380,3,4155,100
1115,996,51,4,4069,70
1116,3,159,2,2342,86
1117,608,51,4,1302,13
1118,474,159,3,975,15
1119,113,2,3,3030,13
1120,125,117,1,4560,97
1121,111,47,3,347,1
1122,165,75,5,3249,90
1123,302,216,3,4442,47
1124,308,423,3,3261,25
1125,23,85,1,2124,65
1126,761,294,4,4945,26
1127,811,308,3,1674,85
1128,947,180,1,844,28
1129,358,161,3,2690,82
1130,364,444,2,4530,76
1131,361,97,4,656,64
1132,803,296,5,3265,67
1133,695,458,1,451,66
1134,398,100,5,3947,76
1135,151,353,3,3592,4
1136,540,330,3,3317,3
1137,9,429,2,455,70
1138,586,434,3,329,94
1139,209,367,4,1660,25
1140,67,446,5,3546,72
1141,909,429,5,2178,36
1142,349,112,1,1105,5
1143,329,216,3,3509,13
1144,127,171,5,4424,6
1145,207,57,5,1163,91
1146,741,480,4,4910,24
1147,684,55,-1,3415,46
1148,933,426,5,3000,39
1149,429,372,2,3403,94
1150,640,436,5,1246,70
1151,575,59,-4,3877,21
1152,54,392,1,3434,95
1153,145,291,2,1802,79
1154,638,118,2,239,79
1155,367,291,1,3948,87
1156,622,482,5,511,36
1157,596,313,2,3758,5
1158,71,396,1,2817,1
1159,73,63,4,646,40
1160,250,321,2,1063,19
1161,882,442,5,186,21
1162,964,15,3,1554,56
1163,800,6,2,902,97
1164,250,168,4,598,55
1165,878,175,4,2179,79
1166,329,135,2,2618,33
1167,340,390,1,4287,45
1168,468,477,3,2549,81
1169,952,234,4,1909,89
1170,238,336,1,901,21
1171,816,114,2,3906,25
1172,416,2,5,678,53
1173,725,468,4,3519,37
1174,653,408,5,1247,84
1175,30,331,2,1027,82
1176,240,220,4,589,48
1177,968,453,1,1885,31
1178,484,407,4,968,85
1179,813,106,5,2722,39
1180,431,241,5,2498,1
1181,849,60,1,4075,29
1182,296,87,5,2987,21
1183,460,95,4,2071,22
1184,205,429,5,453,15
1185,94,255,5,1596,45
1186,558,137,4,4710,99
1187,863,372,-5,4732,42
1188,71,254,4,2330,49
1189,529,121,2,1613,29
1190,911,371,2,1002,31
1191,804,415,4,4602,20
1192,197,456,3,4601,97
1193,295,97,2,2507,3
1194,641,462,-2,1413,71
1195,481,346,1,2989,81
1196,790,26,5,3079,46
1197,391,18,4,1756,1
1198,516,78,2,1933,40
1199,407,486,5,3984,54
1200,592,488,4,4787,36
1201,250,208,3,3313,84
1202,241,4,3,1048,8
1203,747,73,3,4075,78
1204,702,284,5,1903,28
1205,349,102,2,2346,7
1206,5445,340,2,4175,120
1207,873,221,5,386,93
1208,713,315,2,2979,45
1209,219,180,2,3485,11
1210,404,392,5,1849,93
1211,752,438,2,4010,42
1212,375,421,3,3407,64
1213,737,183,1,1710,68
1214,522,308,-4,2724,63
1215,905,106,5,4103,84
1216,196,198,5,2448,6
1217,721,21,3,2648,64
1218,308,230,4,4555,79
1219,331,103,1,2020,21
1220,683,446,-1,434,25
1221,742,202,3,4907,36
1222,106,182,1,2689,87
1223,278,185,3,4265,1
1224,924,490,5,3466,72
1225,357,381,1,2872,62
1226,961,400,2,2545,0
1227,883,172,3,247,81
1228,502,68,5,2758,24
1229,285,19,3,3894,32
1230,834,35,2,2013,14
1231,972,156,2,2798,97
1232,230,384,2,2549,4
1233,684,294,5,4104,90
1234,865,157,4,1277,95
1235,431,47,2,4619,92
1236,242,1,2,3232,88
1237,899,106,1,1377,85
1238,430,147,5,1879,20
1239,948,252,4,3643,49
1240,272,159,4,3592,64
1241,636,297,1,1420,18
1242,356,313,3,342,33
1243,917,489,1,1104,44
1244,533,8,4,2164,32
1245,393,12,-1,1500,13
1246,692,466,5,3552,84
1247,320,69,1,2580,46
1248,308,240,5,1908,32
1249,164,400,5,4607,92
1250,201,64,4,3275,35
1251,553,344,1,286,19
1252,610,4,4,3701,51
1253,91,116,5,3670,70
1254,712,129,4,573,9
1255,340,428,5,1197,50
1256,286,126,3,4980,58
1257,291,454,4,4507,42
1258,823,276,3,2836,43
1259,178,361,4,430,49
1260,589,465,2,2935,87
1261,583,253,2,1088,65
1262,856,297,4,4787,47
1263,159,117,5,4380,92
1264,424,492,-5,2476,16
1265,542,325,3,657,34
1266,909,308,1,411,92
1267,833,34,1,1552,46
1268,986,230,3,4583,61
1269,413,104,2,1828,46
1270,421,264,1,2362,57
1271,511,297,5,606,67
1272,213,55,-4,3511,81
1273,116,190,2,3581,16
1274,799,310,2,4785,14
1275,302,174,3,3820,72
1276,50,410,5,2999,85
1277,731,265,4,236,19
1278,369,286,5,1085,76
1279,796,70,5,246,3
1280,292,339,3,3365,22
1281,837,375,4,3067,78
1282,43,352,2,4792,120
1283,641,337,5,1375,84
1284,13,91,5,2999,94
1285,786,386,5,3624,98
1286,283,53,2,3485,77
1287,60,489,4,3322,35
1288,869,176,1,4461,35
1289,176,335,2,1391,26
1290,406,310,4,3024,85
1291,2,444,4,3280,33
1292,621,150,2,1179,10
1293,494,12,1,2058,64
1294,542,241,3,344,89
1295,537,464,3,265,1
1296,270,12,5,3299,8
1297,335,337,3,1044,51
1298,497,334,1,1267,36
1299,793,93,3,669,42
1300,844,494,1,650,66
1301,508,431,1,4733,63
1302,308,115,4,4594,30
1303,865,368,1,3131,61
1304,338,337,5,551,49
1305,184,54,5,927,81
1306,21,101,4,3366,5
1307,104,365,3,4808,33
1308,692,113,3,400,11
1309,814,96,1,4239,74
1310,430,45,3,899,65
1311,994,64,1,1582,32
1312,607,372,1,1163,94
1313,207,16,5,986,20
1314,913,440,2,1025,31
1315,420,133,1,2861,90
1316,957,97,1,1658,41
1317,493,399,2,2300,76
1318,90,382,4,1672,36
1319,126,129,1,996,45
1320,436,10,1,3610,0
1321,223,58,1,3898,82
1322,892,389,1,1631,39
1323,812,113,4,689,13
1324,985,155,3,1076,45
1325,448,103,2,2418,79
1326,359,429,4,1778,49
1327,814,294,5,1413,48
1328,369,393,1,4940,80
1329,469,11,2,1208,11
1330,14,154,5,3315,74
1331,540,435,5,3625,72
1332,703,211,5,3413,65
1333,580,29,1,3336,13
1334,129,204,1,276,9
1335,5800,320,4,2809,17
1336,748,353,2,1076,9
1337,123,281,5,2283,33
1338,123,361,1,3166,82
1339,917,227,2,3751,60
1340,638,79,4,849,24
1341,826,393,1,2376,40
1342,321,219,1,552,86
1343,833,428,5,1650,9
1344,635,325,1,3860,27
1345,253,499,1,1795,12
1346,155,432,1,1982,65
1347,26,443,3,1789,3
1348,724,295,4,4762,6
1349,652,277,5,1210,94
1350,888,16,2,4092,37
1351,536,332,4,3835,67
1352,157,234,5,3916,38
1353,681,21,1,794,17
1354,159,94,3,2666,59
1355,963,253,2,1375,62
1356,730,485,5,2469,43
1357,918,309,5,2480,100
1358,974,124,5,549,70
1359,65,104,3,2992,84
1360,815,246,1,3862,42
1361,402,209,3,377,14
1362,107,391,1,2819,77
1363,373,205,5,3567,85
1364,173,45,3,2850,51
1365,332,371,3,4204,120
1366,97,148,4,803,94
1367,398,310,4,2296,31
1368,706,355,3,4580,96
1369,106,237,4,4126,8
1370,934,432,4,4005,8
1371,866,327,3,3275,74
1372,38,459,2,4700,59
1373,234,259,5,1370,43
1374,255,238,3,1056,57
1375,640,397,4,4967,69
1376,83,194,2,4996,8
1377,585,240,3,1293,50
1378,800,232,3,4340,76
1379,114,169,5,2959,90
1380,472,355,4,4389,26
1381,607,339,5,1855,31
1382,297,376,4,724,83
1383,381,199,4,4607,59
1384,955,279,1,398,98
1385,970,445,3,4197,7
1386,41,479,4,3903,92
1387,622,408,5,4138,84
1388,814,176,1,161,81
1389,732,95,2,4376,10
1390,706,137,5,3777,87
1391,76,149,3,3830,57
1392,71,382,5,1210,34
1393,810,313,5,3819,33
1394,500,134,3,4969,97
1395,815,203,2,2476,80
1396,41,478,4,3573,89
1397,790,30,5,1453,41
1398,329,474,1,4758,17
1399,856,487,2,3197,97
1400,747,46,1,2749,22
1401,654,73,2,3580,78
1402,971,18,2,229,17
1403,633,156,3,4622,58
1404,815,60,5,2639,55
1405,152,71,1,4853,51
1406,771,119,5,3690,71
1407,987,398,2,2649,61
1408,829,268,5,4021,73
1409,915,357,3,2525,37
1410,930,320,3,4903,20
1411,641,77,3,1654,65
1412,901,443,5,1588,69
1413,529,190,3,648,33
1414,495,490,4,4778,4
1415,127,281,4,4595,55
1416,654,321,3,1708,47
1417,450,84,5,4468,6
1418,604,385,1,1563,11
1419,957,190,3,974,78
1420,566,371,1,500,98
1421,844,243,2,3721,88
1422,151,225,4,3128,74
1423,29,250,2,1833,6
1424,265,91,4,2387,94
1425,189,483,1,1673,3
1426,685,86,2,4968,48
1427,955,391,3,953,3
1428,827,330,5,969,54
1429,543,280,4,1213,17
1430,173,24,2,3300,53
1431,504,95,2,1827,61
1432,299,277,2,3697,56
1433,34,374,3,1237,96
1434,349,207,3,1730,28
1435,125,407,2,3689,13
1436,831,12,5,2620,70
1437,467,416,1,831,83
1438,175,106,4,3088,29
1439,684,298,3,1515,15
1440,496,220,5,3067,100
1441,579,307,5,1422,11
1442,758,451,5,4622,51
1443,369,491,5,2861,52
1444,686,73,4,2267,17
1445,43,116,3,1002,44
1446,429,258,-5,1774,93
1447,268,130,4,776,33
1448,656,403,1,3954,84
1449,682,316,1,4330,8
1450,545,84,1,1139,81
1451,667,49,2,4592,28
1452,116,281,5,3181,26
1453,277,458,1,1294,13
1454,5946,413,3,724,42
1455,71,247,2,258,44
1456,484,471,1,2876,57
1457,112,178,4,2586,80
1458,443,28,4,3147,22
1459,855,431,2,346,54
1460,667,54,-5,418,35
1461,471,89,2,3536,9
1462,308,359,3,3015,100
1463,521,62,2,3206,8
1464,762,341,4,2451,78
1465,394,460,3,4264,72
1466,460,178,3,2232,98
1467,421,346,5,344,47
1468,775,248,4,2172,63
1469,515,327,-4,3480,42
1470,595,378,3,1034,65
1471,511,83,3,4420,12
1472,775,378,5,3248,43
1473,46,213,1,3641,96
1474,299,301,4,3799,78
1475,18,293,5,1685,15
1476,934,90,2,2281,99
1477,576,379,2,1589,82
1478,596,405,5,572,34
1479,140,461,4,1128,0
1480,939,149,2,511,99
1481,615,226,1,2265,59
1482,937,492,5,1723,8
1483,124,342,5,4921,11
1484,638,472,5,1029,71
1485,373,400,1,4723,59
1486,441,225,1,1746,48
1487,842,12,4,4677,98
1488,608,250,4,1003,80
1489,612,302,4,4174,70
1490,687,32,4,3959,17
1491,159,96,5,4179,97
1492,17,264,5,2961,61
1493,34,266,1,971,71
1494,764,223,3,1715,90
1495,174,143,5,3334,87
1496,612,109,2,299,27
1497,512,354,5,4478,77
1498,525,208,-1,795,44
1499,998,371,2,2458,66
1500,995,8,4,3785,41
1501,708,88,5,2295,73
1502,507,172,3,2340,76
1503,697,54,3,4389,62
1504,923,55,2,2136,88
1505,900,212,4,2176,73
1506,155,481,3,1089,60
1507,677,302,4,2052,17
1508,41,297,2,4292,7
1509,433,186,5,781,7
1510,970,7,4,4224,22
1511,907,375,5,1104,87
1512,677,204,3,4180,44
1513,205,397,3,3568,70
1514,171,422,1,4569,25
1515,666,338,5,100,5
1516,439,21,3,4258,0
1517,220,487,3,350,77
1518,934,173,1,4580,94
1519,767,275,4,3514,88
1520,812,109,1,752,73
1521,855,147,1,625,63
1522,217,344,3,458,15
1523,118,388,1,3196,70
1524,272,24,4,2103,52
1525,54,46,3,822,81
1526,61,224,4,3688,63
1527,845,203,5,4613,48
1528,843,450,4,576,42
1529,861,135,1,1064,22
1530,843,8,1,3491,73
1531,169,71,4,2139,80
1532,39,261,4,252,3
1533,297,19,4,4919,36
1534,685,459,3,119,47
1535,693,10,2,2509,22
1536,856,191,1,4648,28
1537,609,137,3,1934,69
1538,537,201,1,3054,51
1539,917,395,5,2942,68
1540,108,59,1,291,6
1541,323,111,5,2993,65
1542,362,106,1,1342,58
1543,292,118,-4,4447,69
1544,469,13,2,2971,15
1545,20,383,3,2367,34
1546,104,38,2,4668,92
1547,263,472,2,4720,26
1548,851,461,1,2233,58
1549,22,248,4,1394,1
1550,562,458,1,776,79
1551,948,85,1,3001,54
1552,40,220,3,2208,48
1553,597,194,4,4708,43
1554,950,141,1,3597,67
1555,159,390,5,2014,47
1556,717,67,3,1129,81
1557,290,333,2,776,5
1558,61,437,4,429,41
1559,476,134,2,4616,64
1560,653,453,4,863,91
1561,317,9,5,1196,8
1562,357,442,2,3771,10
1563,320,496,2,3755,40
1564,863,482,3,3559,92
1565,145,180,5,3319,4
1566,268,380,5,2562,16
1567,631,254,4,1958,90
1568,794,341,1,2906,26
1569,428,321,1,2407,74
1570,55,181,4,4555,72
1571,278,312,1,1328,26
1572,955,46,3,4088,59
1573,117,48,1,1602,36
1574,712,443,2,1819,92
1575,591,323,3,3410,68
1576,219,47,4,1811,15
1577,666,103,1,3623,66
1578,929,345,3,439,36
1579,318,390,3,1704,65
1580,877,319,5,445,22
1581,595,310,3,2449,69
1582,566,348,5,2364,34
1583,86,385,3,948,76
1584,484,498,2,4916,55
1585,157,350,5,2894,1
1586,785,125,4,3057,95
1587,739,370,5,4867,75
1588,763,418,1,393,19
1589,802,467,4,1106,76
1590,911,40,2,969,51
1591,67,320,3,3111,58
1592,203,321,1,3804,83
1593,185,189,4,510,69
1594,836,267,4,3490,55
1595,666,89,4,2806,45
1596,954,322,2,1981,61
1597,857,312,3,3068,97
1598,844,135,3,2984,70
1599,485,62,3,4163,13
1600,798,327,5,1438,71
1601,589,132,2,707,50
1602,341,75,3,4552,83
1603,750,118,2,3112,87
1604,815,60,2,4990,97
1605,751,227,1,4198,84
1606,727,97,5,2604,21
1607,991,253,2,3408,91
1608,345,60,5,1422,76
1609,964,244,4,4471,35
1610,550,221,4,509,40
1611,456,235,5,352,90
1612,719,115,3,1372,97
1613,697,26,2,4405,68
1614,8,36,2,4222,88
1615,902,232,5,4481,36
1616,5030,13,3,4274,62
1617,796,15,1,4390,69
1618,198,488,5,2769,13
1619,398,200,2,3901,4
1620,90,432,2,832,83
1621,806,395,4,4897,25
1622,5589,484,5,549,22
1623,449,343,-3,4134,95
1624,863,38,5,4313,50
1625,620,132,4,3230,18
1626,367,28,2,4657,11
1627,35,6,2,4951,30
1628,153,30,5,4834,97
1629,189,181,1,858,52
1630,144,166,3,4022,44
1631,695,360,2,734,86
1632,779,397,3,2101,88
1633,205,500,2,1559,20
1634,945,470,1,4278,55
1635,468,469,3,4537,83
1636,366,11,5,4408,77
1637,932,199,5,3256,16
1638,298,8,5,4218,17
1639,839,158,2,1635,96
1640,869,158,3,1464,28
1641,606,112,1,4225,30
1642,380,237,1,4626,84
1643,923,453,5,1639,57
1644,25,362,2,3263,20
1645,117,80,4,2858,13
1646,627,330,5,3228,9
1647,625,122,4,2866,96
1648,722,416,1,3930,3
1649,578,50,1,2942,75
1650,758,280,2,4750,5
1651,865,260,2,3010,87
1652,432,7,-2,2137,11
1653,975,404,5,3437,13
1654,172,305,3,583,79
1655,934,416,3,342,96
1656,116,477,3,3296,75
1657,854,163,5,1707,95
1658,507,295,3,4456,5
1659,538,39,3,2766,0
1660,513,102,5,2171,20
1661,620,319,5,1453,52
1662,158,86,2,1401,37
1663,872,386,2,707,2
1664,103,346,3,4251,33
1665,798,201,4,3539,36
1666,640,114,3,2681,86
1667,621,395,4,2665,89
1668,345,164,4,1207,66
1669,949,368,5,1693,47
1670,786,368,4,3263,55
1671,489,80,3,3329,100
1672,714,243,5,4885,66
1673,404,123,4,754,16
1674,74,174,1,2219,26
1675,679,365,1,3907,94
1676,700,45,5,2879,96
1677,89,329,2,2326,50
1678,33,98,5,4499,26
1679,966,13,4,4552,78
1680,453,319,2,4628,2
1681,426,85,1,271,85
1682,447,101,5,4681,82
1683,939,79,5,1157,41
1684,705,80,3,4526,60
1685,593,102,3,1460,55
1686,49,487,3,1653,64
1687,174,376,5,2811,96
1688,447,84,2,1728,54
1689,651,484,5,4479,31
1690,646,229,1,4556,28
1691,350,187,2,803,51
1692,323,144,3,4335,75
1693,627,64,2,2110,90
1694,488,388,4,4880,55
1695,755,244,1,579,1
1696,896,81,1,1028,38
1697,111,134,5,4542,73
1698,71,360,3,201,75
1699,423,432,4,656,61
1700,687,76,3,1405,75
1701,884,132,3,1582,45
1702,529,98,4,2091,23
1703,116,109,5,1663,44
1704,429,151,3,328,39
1705,442,17,4,4908,8
1706,966,67,1,234,64
1707,656,291,4,3050,44
1708,257,253,4,4509,50
1709,930,365,5,1627,61
1710,340,438,5,3095,18
1711,856,494,5,3730,51
1712,123,242,4,462,6
1713,964,214,4,2134,59
1714,791,308,1,4770,85
1715,599,395,5,1598,45
1716,409,86,4,3458,60
1717,783,47,5,973,54
1718,634,184,4,788,72
1719,341,129,3,4558,85
1720,88,155,3,802,76
1721,248,434,1,4685,3
1722,462,454,5,3697,66
1723,471,247,1,300,69
1724,807,342,5,2209,17
1725,30,384,3,3755,11
1726,559,82,4,3143,24
1727,550,379,2,1543,49
1728,534,130,4,802,61
1729,386,76,5,4776,84
1730,88,58,3,2054,50
1731,987,429,2,941,95
1732,16,16,3,3071,12
1733,985,465,4,520,27
1734,680,282,4,1918,36
1735,616,21,5,4833,20
1736,563,461,5,3807,3
1737,306,305,4,2449,79
1738,259,137,1,2964,51
1739,834,372,-4,2061,52
1740,477,380,2,1699,48
1741,878,311,2,3744,80
1742,831,391,5,1406,78
1743,5895,293,3,4121,82
1744,429,109,3,1190,90
1745,826,109,1,1200,18
1746,640,70,1,1401,78
1747,410,112,1,4355,93
1748,297,302,3,4772,12
1749,480,336,4,3793,55
1750,643,319,4,817,9
1751,118,174,4,2988,89
1752,331,429,2,4819,14
1753,846,127,5,1800,48
1754,86,272,4,1311,92
1755,201,93,3,3757,91
1756,699,40,1,1072,47
1757,485,140,3,3757,0
1758,273,234,1,202,97
1759,534,33,5,2240,40
1760,581,474,3,3301,72
1761,466,490,3,3703,34
1762,520,141,3,1450,99
1763,593,241,1,4371,87
1764,530,246,1,1415,79
1765,579,328,5,707,73
1766,5,218,4,4426,80
1767,144,177,4,3053,6
1768,454,132,5,131,12
1769,405,281,-4,2726,64
1770,449,373,1,3776,0
1771,768,326,5,415,2
1772,518,257,5,4623,26
1773,57,143,1,4933,28
1774,293,34,5,4082,17
1775,5687,485,2,2546,72
1776,844,318,-2,4299,0
1777,765,134,4,1772,60
1778,370,18,5,2716,25
1779,834,395,3,4945,46
1780,499,13,3,2240,31
1781,589,34,2,1159,70
1782,15,459,1,3282,22
1783,133,402,1,2457,8
1784,595,194,4,2796,95
1785,688,364,4,2585,24
1786,981,340,4,1760,94
1787,329,302,2,3457,90
1788,90,374,2,2502,76
1789,848,174,5,3346,87
1790,363,146,2,2121,84
1791,480,450,1,2933,14
1792,791,478,3,2336,61
1793,593,340,3,887,65
1794,917,299,5,3086,8
1795,323,273,3,4107,33
1796,352,354,2,4081,12
1797,241,171,2,1601,58
1798,488,194,4,490,91
1799,206,54,5,4634,64
1800,700,440,2,1976,90
1801,899,199,5,4210,33
1802,954,445,2,4895,40
1803,921,37,5,3521,44
1804,184,59,1,1486,78
1805,426,405,2,1823,13
1806,325,275,1,3947,100
1807,80,295,5,2644,6
1808,182,35,2,2652,56
1809,113,159,3,1208,40
1810,227,285,5,2539,3
1811,236,410,1,4795,83
1812,72,206,5,4512,95
1813,425,17,4,4315,94
1814,553,189,5,2787,23
1815,724,204,4,1619,27
1816,246,125,2,1607,70
1817,369,161,4,4513,89
1818,773,259,3,3062,88
1819,433,29,4,298,74
1820,942,2,2,2276,99
1821,546,226,-2,1435,2
1822,23,479,1,3116,32
1823,176,465,4,2106,37
1824,350,388,2,1006,40
1825,706,147,5,4050,50
1826,470,95,5,1321,5
1827,384,55,1,4902,82
1828,437,407,3,4100,61
1829,781,62,5,3406,9
1830,32,450,4,4819,81
1831,779,445,2,2263,3
1832,725,393,3,1918,53
1833,735,432,5,3088,20
1834,426,107,2,2411,65
1835,165,103,5,4236,11
1836,166,101,4,150,80
1837,728,218,5,1090,81
1838,972,284,5,1921,85
1839,995,372,5,4829,74
1840,526,352,4,2684,86
1841,446,226,3,2751,74
1842,652,93,2,1728,85
1843,782,417,3,1239,40
1844,485,212,3,480,11
1845,529,283,3,3883,30
1846,29,372,3,4778,38
1847,618,106,3,1980,98
1848,922,306,4,557,24
1849,242,499,1,482,96
1850,446,55,2,2085,5
1851,826,63,2,2251,31
1852,79,208,1,2632,78
1853,244,372,5,1643,52
1854,223,163,1,3799,33
1855,364,226,3,4870,33
1856,775,288,2,798,97
1857,766,247,-1,2179,53
1858,234,379,5,829,55
1859,644,142,1,1402,14
1860,873,169,2,3832,4
1861,328,17,5,4484,23
1862,296,102,4,821,77
1863,562,346,5,3545,59
1864,215,341,3,248,10
1865,733,325,2,3814,40
1866,465,174,1,4060,66
1867,542,475,1,1381,79
1868,92,100,-2,4416,16
1869,430,69,4,2762,96
1870,626,69,-5,2928,4
1871,715,450,4,2045,57
1872,430,276,4,3991,62
1873,641,45,3,2211,80
1874,231,497,3,2956,100
1875,525,311,1,579,48
1876,119,144,5,1845,61
1877,569,245,5,4491,69
1878,459,490,2,2922,97
1879,932,418,3,551,45
1880,281,335,5,1000,0
1881,128,172,1,1403,52
1882,588,118,-1,3939,80
1883,695,326,1,4788,75
1884,510,301,3,1828,24
1885,767,227,3,4006,60
1886,606,413,1,4207,20
1887,345,185,2,242,72
1888,90,493,2,4143,70
1889,501,368,5,853,87
1890,242,229,1,2704,29
1891,456,294,4,1682,32
1892,27,82,2,1149,77
1893,138,222,1,1375,66
1894,575,426,5,271,23
1895,418,199,4,215,3
1896,881,347,5,3225,90
1897,493,54,-1,437,53
1898,140,215,5,2771,19
1899,309,464,4,2203,13
1900,732,193,1,3229,90
1901,565,309,2,4642,55
1902,772,298,1,1552,77
1903,553,12,2,4047,66
1904,285,376,2,4146,83
1905,901,468,3,3942,10
1906,87,340,1,3599,36
1907,720,312,3,4368,68
1908,125,159,3,2399,6
1909,30,185,4,453,23
1910,79,134,4,3158,3
1911,299,428,4,4400,45
1912,858,343,4,4742,21
1913,426,455,2,3751,70
1914,250,48,3,1054,38
1915,2,433,1,691,76
1916,629,307,4,1521,31
1917,21,363,3,707,83
1918,585,33,3,570,54
1919,768,447,1,1267,21
1920,133,60,-3,1105,31
1921,237,402,1,2937,22
1922,123,175,5,4525,9
1923,708,30,2,2089,90
1924,151,422,1,3738,84
1925,141,115,5,2194,44
1926,483,235,1,3854,23
1927,135,87,5,1538,120
1928,316,326,5,3814,85
1929,982,229,3,468,18
1930,634,216,2,1308,39
1931,176,129,1,4089,49
1932,430,471,1,1989,66
1933,831,347,5,4376,42
1934,561,17,1,3144,77
1935,412,457,1,3856,36
1936,86,126,5,4113,69
1937,18,11,5,1253,95
1938,894,227,4,3237,92
1939,580,220,1,1521,90
1940,921,23,2,973,80
1941,162,62,1,4870,89
1942,729,259,2,2062,7
1943,161,455,1,3273,75
1944,635,307,2,3424,34
1945,631,425,4,4339,67
1946,193,65,4,2381,54
1947,5166,76,4,1146,55
1948,725,276,5,4394,56
1949,539,422,2,4875,57
1950,790,319,3,879,42
1951,407,340,1,3403,99
1952,744,189,4,4716,31
1953,428,231,3,1752,9
1954,588,443,4,3170,1
1955,924,277,2,1155,81
1956,322,179,3,2430,75
1957,57,136,2,1298,94
1958,362,171,2,210,19
1959,873,315,3,174,64
1960,83,422,5,225,96
1961,263,293,1,4354,49
1962,528,22,2,1064,26
1963,857,110,1,1810,91
1964,191,168,-2,1048,20
1965,862,358,5,3514,40
1966,793,114,3,3959,69
1967,224,30,5,3903,1
1968,874,138,5,1298,28
1969,108,364,4,817,99
1970,199,82,2,2846,19
1971,8,24,2,547,39
1972,879,272,2,3700,98
1973,216,261,5,2829,45
1974,712,442,2,4250,65
1975,5055,65,1,129,12
1976,774,81,4,442,28
1977,835,66,-5,4242,2
1978,80,269,2,3510,8
1979,985,416,4,720,12
1980,844,339,4,1089,19
1981,5838,280,4,1648,61
1982,580,435,2,4706,60
1983,251,199,3,3710,70
1984,595,4,4,3669,71
1985,5094,394,3,418,80
1986,629,63,5,3135,9
1987,807,122,4,3728,73
1988,732,279,1,2808,33
1989,855,239,1,709,62
1990,722,331,4,4581,33
1991,61,400,5,2232,10
1992,387,336,5,952,9
1993,16,389,5,1098,29
1994,899,59,1,3793,10
1995,595,107,1,3249,43
1996,717,308,5,3387,78
1997,381,138,3,4543,92
1998,801,311,1,1980,65
1999,842,368,4,2699,86
2000,169,466,5,4193,44
2001,863,356,3,4794,72
2002,967,240,4,1708,30
2003,307,75,2,4215,16
2004,643,347,4,4032,16
2005,823,96,1,1344,62
2006,596,5,1,4509,80
2007,434,215,-2,2677,51
2008,348,30,2,3404,51
2009,314,418,2,1576,5
2010,993,441,4,4025,11
2011,180,231,4,585,9
2012,312,398,4,3880,46
2013,871,459,2,1706,50
2014,492,35,5,4298,72
2015,545,312,5,3741,48
2016,764,297,5,4314,38
2017,411,22,2,4978,54
2018,105,123,4,3363,100
2019,942,253,3,4985,94
2020,103,172,2,2629,67
2021,330,167,4,2624,71
2022,138,269,4,1604,70
2023,815,500,4,4608,8
2024,870,162,2,2219,48
2025,443,181,3,152,55
2026,332,470,1,4451,26
2027,830,478,3,1179,51
2028,833,268,4,716,44
2029,5362,492,5,2406,82
2030,886,437,2,2758,3
2031,268,265,5,4800,80
2032,378,162,3,2445,89
2033,506,170,1,2075,30
2034,870,43,4,4245,99
2035,989,24,1,1276,38
2036,894,119,2,575,28
2037,803,334,1,1147,48
2038,207,325,4,3004,83
2039,123,428,3,3571,16
2040,259,133,4,234,47
2041,843,465,3,1691,59
2042,626,263,3,376,46
2043,926,103,4,1951,38
2044,86,10,2,249,63
2045,188,441,2,1036,4
2046,238,178,1,1803,8
2047,195,107,-1,3700,62
2048,753,242,4,2172,58
2049,649,377,-4,2287,23
2050,134,24,1,3285,35
2051,445,393,1,4867,70
2052,780,132,5,1846,18
2053,341,219,4,2140,43
2054,38,74,3,3847,76
2055,796,262,5,1081,78
2056,137,23,1,3125,67
2057,170,387,2,4328,92
2058,987,481,2,4640,49
2059,487,228,5,3974,68
2060,246,129,1,1474,4
2061,697,468,1,1255,24
2062,885,311,2,4870,30
2063,929,426,5,2310,3
2064,964,317,3,1815,35
2065,18,56,1,3542,53
2066,536,25,2,588,7
2067,555,380,1,3353,50
2068,148,340,5,4424,99
2069,468,98,3,580,10
2070,486,420,4,3970,3
2071,631,343,1,2088,31
2072,647,191,2,1035,80
2073,420,224,5,3170,52
2074,442,472,3,284,17
2075,868,340,1,4062,7
2076,506,490,3,2745,21
2077,26,274,4,383,21
2078,72,462,1,3454,43
2079,474,262,5,2213,84
2080,149,357,3,3782,5
2081,583,150,3,341,45
2082,389,53,2,1144,50
2083,193,127,3,1397,31
2084,98,228,3,4806,48
2085,505,71,5,2908,13
